ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays
Biscayne NP,BISC,National Park,Southeast,FL,2014,September,34694,0,106097,0,,,28,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2014,October,44810,0,137455,0,,,42,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2014,November,23545,0,86186,0,,,156,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2014,December,33083,0,116098,0,,,214,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2015,January,34409,0,131738,0,,,366,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2015,February,29061,0,112600,0,,,328,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2015,March,49590,0,179372,0,,,390,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2015,April,54897,0,188379,0,,,284,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2015,May,57450,0,172350,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2015,June,51499,0,160760,0,,,82,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2015,July,59061,0,184166,0,,,92,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2015,August,53480,0,163823,0,,,42,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2015,September,40551,0,125036,0,,,42,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2015,October,27634,0,86933,0,,,46,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2015,November,25228,0,79212,0,,,34,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2015,December,25304,0,88080,0,,,154,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2016,January,35755,0,123177,0,,,206,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2016,February,30663,0,125901,0,,,446,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2016,March,43331,0,152530,0,,,278,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2016,April,50964,0,174347,0,,,288,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2016,May,61050,0,187181,0,,,36,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2016,June,43964,0,135995,0,,,52,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2016,July,70830,0,218825,0,,,88,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2016,August,46961,0,144194,0,,,46,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2016,September,44645,0,137824,0,,,54,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2016,October,24114,0,76517,0,,,58,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2016,November,33694,0,127073,0,,,672,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2016,December,28738,0,109471,0,,,298,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2017,January,30661,0,115240,0,,,308,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2017,February,34689,0,147050,0,,,562,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2017,March,36433,0,144507,0,,,454,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2017,April,41287,0,147332,0,,,296,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2017,May,55595,0,174777,0,,,106,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2017,June,46085,0,140990,0,,,38,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2017,July,65142,0,201331,0,,,82,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2017,August,41633,0,128354,0,,,48,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2017,September,6230,0,18690,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2017,October,19456,0,60745,0,,,28,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2017,November,34442,0,123414,0,,,264,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2017,December,35308,0,127235,0,,,266,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2018,January,27638,0,109265,0,,,346,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2018,February,32586,0,123823,0,,,332,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2018,March,49114,0,176790,0,,,374,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2018,April,53080,0,189122,0,,,380,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2018,May,22249,0,70347,0,,,45,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2018,June,52446,0,161227,0,,,54,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2018,July,54859,0,169042,0,,,62,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2018,August,46332,0,142668,0,,,46,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2018,September,37170,0,115255,0,,,52,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2018,October,29135,0,100316,0,,,156,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2018,November,29512,0,109991,0,,,268,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2018,December,35132,0,105685,0,,,4,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2019,January,50873,0,152883,0,,,4,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2019,February,59754,0,183702,0,,,46,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2019,March,76685,0,248032,0,,,100,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2019,April,64172,0,216227,0,,,25,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2019,May,79779,0,243656,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2019,June,65173,0,199840,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2019,July,60239,0,185038,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2019,August,46191,0,142892,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2019,September,46723,0,144490,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2019,October,38582,0,120860,0,,,33,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2019,November,59948,0,184643,0,,,20,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2019,December,60403,0,182912,0,,,10,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2020,January,79041,0,240938,0,,,78,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2020,February,91655,0,278830,0,,,67,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2020,March,11052,0,37476,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2020,April,2358,0,7074,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2020,May,43692,0,131076,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2020,June,32646,0,97938,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2020,July,28770,0,86310,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2020,August,34416,0,103248,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2020,September,24678,0,78354,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2020,October,17526,0,56898,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2020,November,16320,0,53280,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2020,December,20616,0,66265,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2021,January,59970,0,191479,0,,,300,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2021,February,56112,0,182614,0,,,415,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2021,March,70526,0,225067,0,,,375,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2021,April,63980,0,203989,0,,,315,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2021,May,79373,0,243590,0,,,45,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2021,June,55866,0,173480,0,,,60,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2021,July,51016,0,159337,0,,,80,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2021,August,46213,0,144086,0,,,45,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2021,September,56434,0,174655,0,,,40,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2021,October,41834,0,131645,0,,,75,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2021,November,54005,0,173824,0,,,310,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2021,December,70326,0,219715,0,,,180,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2022,January,55096,0,176354,0,,,379,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2022,February,62829,0,204376,0,,,543,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2022,March,64243,0,206122,0,,,348,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2022,April,63574,0,200611,0,,,291,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2022,May,70048,0,217610,0,,,237,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2022,June,54233,0,164282,0,,,57,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2022,July,68066,0,208495,0,,,170,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2022,August,52652,0,159709,0,,,64,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2022,September,45857,0,140187,0,,,105,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2022,October,44757,0,136048,0,,,44,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2022,November,54538,0,165608,0,,,8,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2022,December,65130,0,197526,0,,,21,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2023,January,48536,0,159842,0,,,321,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2023,February,53636,0,180419,0,,,442,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2023,March,61580,0,203292,0,,,369,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2023,April,61781,0,198136,0,,,308,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2023,May,53570,0,166206,0,,,85,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2023,June,46952,0,143423,0,,,57,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2023,July,66638,0,203465,0,,,99,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2023,August,41872,0,127369,0,,,49,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2023,September,47306,0,144054,0,,,51,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2023,October,32702,0,100912,0,,,66,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2023,November,27289,0,86906,0,,,50,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2023,December,29380,0,95942,0,,,100,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2024,January,31701,0,100743,0,,,55,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2024,February,37428,0,117805,0,,,75,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2024,March,46810,0,145157,0,,,36,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2024,April,41856,0,128255,0,,,31,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2024,May,51610,0,156392,0,,,10,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2024,June,47208,0,144983,0,,,120,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2024,July,58503,0,179830,0,,,40,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2024,August,40348,0,121549,0,,,6,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2024,September,49744,0,158904,0,,,20,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2024,October,41396,0,124930,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2024,November,32466,0,98311,0,,,0,0,0,,
Biscayne NP,BISC,National Park,Southeast,FL,2024,December,33143,0,103172,0,,,0,0,0,,
Biscayne NP,,,,,2025,January,32016,,101567,,,,0,,,,230
Biscayne NP,,,,,2025,February,40123,,125098,,,,0,,,,197
Biscayne NP,,,,,2025,March,42949,,135494,,,,0,,,,277
Biscayne NP,,,,,2025,April,45935,,137804,,,,0,,,,0
Biscayne NP,,,,,2025,May,53602,,160806,,,,0,,,,0
Biscayne NP,,,,,2025,June,45403,,136210,,,,0,,,,0
Biscayne NP,,National Park,,,2025,July,47308,,141923,,,,0,,,,0
Biscayne NP,,National Park,,,2025,August,21616,,64847,,,,0,,,,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1979,January,1920,0,3360,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1979,February,2846,0,4981,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1979,March,4980,0,8715,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1979,April,6476,0,11333,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1979,May,23145,0,70480,0,,,1271,878,202,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1979,June,41962,0,124791,0,,,1909,1980,139,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1979,July,44158,0,153815,0,,,2996,2719,288,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1979,August,51759,0,190640,0,,,3686,3896,266,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1979,September,35063,0,102454,0,,,1530,1406,287,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1979,October,14520,0,42929,0,,,466,698,210,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1979,November,4723,0,10242,0,,,67,75,12,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1979,December,2734,0,4785,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1980,January,2190,0,3833,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1980,February,2809,0,4916,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1980,March,3866,0,6766,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1980,April,7241,0,13858,0,,,75,0,18,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1980,May,26190,0,68553,0,,,1148,634,221,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1980,June,61780,0,163297,0,,,2235,2093,226,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1980,July,79170,0,230373,0,,,3488,3529,185,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1980,August,82583,0,239233,0,,,3874,3079,472,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1980,September,40455,0,102799,0,,,1395,960,175,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1980,October,20126,0,59140,0,,,743,885,248,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1980,November,6596,0,13787,0,,,74,87,15,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1980,December,3113,0,5448,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1981,January,4744,0,8302,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1981,February,2967,0,5192,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1981,March,3413,0,5973,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1981,April,10391,0,24916,0,,,300,180,48,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1981,May,26787,0,62701,0,,,533,454,254,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1981,June,37812,0,129883,0,,,2283,2404,310,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1981,July,56509,0,201401,0,,,3521,4088,431,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1981,August,55879,0,185738,0,,,3214,3154,530,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1981,September,42500,0,105001,0,,,1262,850,290,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1981,October,16073,0,47176,0,,,593,703,198,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1981,November,5141,0,12873,0,,,98,131,75,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1981,December,4388,0,7679,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1982,January,2925,0,5119,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1982,February,3795,0,6641,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1982,March,6589,0,11531,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1982,April,6986,0,19595,0,,,315,263,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1982,May,19114,0,55163,0,,,1001,450,252,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1982,June,29704,0,118410,0,,,2490,2456,264,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1982,July,46320,0,171879,0,,,3604,3214,305,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1982,August,55898,0,166302,0,,,2456,2445,467,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1982,September,35670,0,95930,0,,,1200,1103,325,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1982,October,11952,0,32493,0,,,348,465,95,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1982,November,4249,0,7436,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1982,December,4226,0,7396,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1983,January,3675,0,6431,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1983,February,8250,0,14438,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1983,March,11550,0,20213,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1983,April,7781,0,13617,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1983,May,21893,0,56279,0,,,585,450,204,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1983,June,40249,0,121512,0,,,1991,1864,151,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1983,July,71247,0,196172,0,,,2588,2944,75,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1983,August,67744,0,195639,0,,,3178,2910,306,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1983,September,35603,0,102111,0,,,1602,1215,305,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1983,October,14854,0,37750,0,,,365,482,75,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1983,November,3972,0,6951,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1983,December,4800,0,8400,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1984,January,3215,0,5626,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1984,February,5625,0,9844,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1984,March,6553,0,11468,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1984,April,8250,0,14438,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1984,May,18750,0,48980,0,,,672,571,25,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1984,June,37306,0,105882,0,,,1849,1290,45,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1984,July,60173,0,180732,0,,,3034,2741,141,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1984,August,58658,0,167438,0,,,2646,2438,285,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1984,September,32742,0,66989,0,,,438,322,65,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1984,October,13155,0,25010,0,,,68,88,4,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1984,November,5160,0,8880,0,,,14,9,2,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1984,December,3461,0,6057,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1985,January,2948,0,5159,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1985,February,2569,0,4496,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1985,March,3843,0,6725,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1985,April,7136,0,12552,0,,,2,3,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1985,May,22253,0,44757,0,,,255,164,37,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1985,June,42334,0,85726,0,,,443,412,58,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1985,July,64474,0,133255,0,,,758,734,110,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1985,August,64108,0,129619,0,,,707,660,97,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1985,September,32252,0,63084,0,,,233,288,101,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1985,October,16609,0,31833,0,,,155,62,6,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1985,November,3788,0,7307,0,,,21,22,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1985,December,3698,0,6472,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1986,January,2951,0,5164,0,,,0,0,3,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1986,February,2798,0,4897,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1986,March,7969,0,13985,0,,,1,2,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1986,April,6851,0,12805,0,,,36,22,6,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1986,May,25733,0,50235,0,,,248,126,45,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1986,June,44490,0,89473,0,,,403,456,52,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1986,July,69915,0,141145,0,,,740,668,66,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1986,August,71906,0,147868,0,,,838,784,106,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1986,September,32741,0,64476,0,,,269,189,105,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1986,October,15413,0,28732,0,,,87,35,16,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1986,November,3801,0,7136,0,,,19,13,6,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1986,December,4549,0,7986,0,,,1,1,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1987,January,2959,0,5178,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1987,February,2573,0,4502,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1987,March,8752,0,15342,0,,,0,2,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1987,April,7035,0,12541,0,,,2,12,2,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1987,May,22763,0,43776,0,,,189,82,38,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1987,June,48986,0,98731,0,,,500,437,83,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1987,July,65920,0,135505,0,,,774,699,107,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1987,August,70313,0,143065,0,,,915,574,81,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1987,September,33799,0,68622,0,,,383,253,107,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1987,October,15420,0,28758,0,,,85,42,12,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1987,November,4403,0,8229,0,,,19,16,6,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1987,December,2516,0,4432,0,,,0,2,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1988,January,2018,0,3532,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1988,February,2980,0,5215,0,,,7,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1988,March,8764,0,15363,0,,,0,2,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1988,April,7095,0,12773,0,,,10,6,3,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1988,May,22879,0,44463,0,,,211,91,45,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1988,June,45769,0,89595,0,,,258,420,67,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1988,July,61080,0,125072,0,,,672,590,164,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1988,August,61159,0,124190,0,,,620,558,168,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1988,September,33656,0,67632,0,,,332,268,85,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1988,October,16087,0,30308,0,,,69,75,25,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1988,November,5182,0,9757,0,,,35,13,6,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1988,December,2404,0,4246,0,,,0,3,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1989,January,2090,0,3658,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1989,February,3045,0,5329,0,,,0,0,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1989,March,8651,0,15190,0,,,0,4,0,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1989,April,7185,0,12810,0,,,10,9,4,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1989,May,23921,0,46184,0,,,186,78,75,,
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain,CO,1989,June,47280,0,101212,0,,,474,413,108,,
