Period,Year,Average_Change,Z_Score,Is_Outlier,Outlier_Type,Parks_With_Data,Period_Mean,Period_StdDev
Modern Era,1985,17194.032786885247,-0.001891730718117084,False,None,61,17409.146911654287,113712.86764489986
Modern Era,1986,83826.14516129032,0.5840763637853337,False,None,62,17409.146911654287,113712.86764489986
Modern Era,1987,99152.2258064516,0.7188551356392038,False,None,62,17409.146911654287,113712.86764489986
Modern Era,1988,43818.967741935485,0.23225006437049173,False,None,62,17409.146911654287,113712.86764489986
Modern Era,1989,31197.74193548387,0.12125800104600579,False,None,62,17409.146911654287,113712.86764489986
Modern Era,1990,-42795.17741935484,-0.5294416153413167,False,None,62,17409.146911654287,113712.86764489986
Modern Era,1991,72951.16129032258,0.4884408908947202,False,None,62,17409.146911654287,113712.86764489986
Modern Era,1992,7364.677419354839,-0.08833186340587333,False,None,62,17409.146911654287,113712.86764489986
Modern Era,1993,41895.3870967742,0.21533394322254737,False,None,62,17409.146911654287,113712.86764489986
Modern Era,1994,47168.08064516129,0.26170242954770584,False,None,62,17409.146911654287,113712.86764489986
Modern Era,1995,41168.06451612903,0.20893781061496566,False,None,62,17409.146911654287,113712.86764489986
Modern Era,1996,-37232.83606557377,-0.4805259431840457,False,None,61,17409.146911654287,113712.86764489986
Modern Era,1997,39314.901639344265,0.19264094892142555,False,None,61,17409.146911654287,113712.86764489986
Modern Era,1998,-7804.580645161291,-0.22173152501573062,False,None,62,17409.146911654287,113712.86764489986
Modern Era,1999,-14194.645161290322,-0.27792626047947594,False,None,62,17409.146911654287,113712.86764489986
Modern Era,2000,-35650.1129032258,-0.4666073498434005,False,None,62,17409.146911654287,113712.86764489986
Modern Era,2001,-29386.41935483871,-0.4115239307184232,False,None,62,17409.146911654287,113712.86764489986
Modern Era,2002,10870.5,-0.05750138086459164,False,None,62,17409.146911654287,113712.86764489986
Modern Era,2003,-20829.825396825396,-0.3362765630701667,False,None,63,17409.146911654287,113712.86764489986
Modern Era,2004,-7557.225806451613,-0.2195562668955844,False,None,62,17409.146911654287,113712.86764489986
Modern Era,2005,-16311.306451612903,-0.2965403481738646,False,None,62,17409.146911654287,113712.86764489986
Modern Era,2006,-47069.77419354839,-0.567032759270095,False,None,62,17409.146911654287,113712.86764489986
Modern Era,2007,28215.968253968254,0.09503604619365753,False,None,63,17409.146911654287,113712.86764489986
Modern Era,2008,-44933.90476190476,-0.5482497536535849,False,None,63,17409.146911654287,113712.86764489986
Modern Era,2009,47401.93650793651,0.26375897660010716,False,None,63,17409.146911654287,113712.86764489986
Modern Era,2010,40869.01587301587,0.20630795306843874,False,None,63,17409.146911654287,113712.86764489986
Modern Era,2011,-50094.28571428572,-0.5936305540788779,False,None,63,17409.146911654287,113712.86764489986
Modern Era,2012,38426.09523809524,0.18482471475499354,False,None,63,17409.146911654287,113712.86764489986
Modern Era,2013,-29236.809523809523,-0.4102082499680583,False,None,63,17409.146911654287,113712.86764489986
Modern Era,2014,91094.66666666667,0.6479963198634298,False,None,63,17409.146911654287,113712.86764489986
Modern Era,2015,115934.15873015873,0.8664367881933667,False,None,63,17409.146911654287,113712.86764489986
Modern Era,2016,120436.03174603175,0.9060266174634487,False,None,63,17409.146911654287,113712.86764489986
Modern Era,2017,4231.619047619048,-0.11588422785348923,False,None,63,17409.146911654287,113712.86764489986
Modern Era,2018,-39455.42857142857,-0.5000715984109938,False,None,63,17409.146911654287,113712.86764489986
Modern Era,2019,56902.968253968254,0.347311805253601,False,None,63,17409.146911654287,113712.86764489986
Modern Era,2020,-490164.20634920633,-4.463640428503658,True,Negative,63,17409.146911654287,113712.86764489986
Modern Era,2021,463706.8095238095,3.924777132574338,True,Positive,63,17409.146911654287,113712.86764489986
Modern Era,2022,-17242.873015873014,-0.3047326186139101,False,None,63,17409.146911654287,113712.86764489986
Modern Era,2023,64642.39682539683,0.41537295551495135,False,None,63,17409.146911654287,113712.86764489986
Modern Era,2024,42208.968253968254,0.21809160085346124,False,None,63,17409.146911654287,113712.86764489986
